ft_cosine_claim_reviewed,ft_cosine_claim_summary,ft_cosine_claim_meta_desc,ft_token_overlap,ft_shared_named_entities,ft_has_negation,ft_has_negation_reviewed,ft_keyword_overlap_kb,ft_keyword_overlap_meta,ft_domain_match,ft_lang_match,ft_has_image,ft_has_video,ft_text_len_summary,ft_text_len_meta,ft_title_match_ratio,ft_contr_nli_claim_reviewed,ft_contr_nli_claim_summary,ft_contr_nli_claim_meta_desc,similarity
0.8331548571586609,0.8345256447792053,0.0,0.16666659722225116,1,1,0,0,0,1,1,1,0,91,1,0.48,0.0004269733,0.0001650422,0.14670967,0
0.8377198576927185,0.8229642510414124,0.8219963908195496,0.24999987500006252,1,1,0,0,0,1,1,1,0,86,57,0.5774647887323944,0.0007144329,0.0030150262,0.00048151275,0
0.8361550569534302,0.8268138766288757,0.7743821144104004,0.08695648393196351,0,1,0,0,0,1,0,1,0,74,18,0.39682539682539686,0.9999788,0.0002279976,0.0022274428,1
0.8655456900596619,0.8531011939048767,0.8562209010124207,0.0399999840000064,0,1,0,0,0,1,0,1,1,90,46,0.45390070921985815,0.99986935,0.0003560536,0.00063569046,1
0.8661568760871887,0.8719438910484314,0.7744759917259216,0.03225805411030513,0,1,0,0,0,1,0,1,0,82,18,0.07594936708860756,0.9667468,1.610795e-05,0.1513856,1
0.857884407043457,0.7825759649276733,0.0,0.08333329861112558,0,1,0,0,0,1,0,1,1,5,1,0.4,0.9999745,0.1731999,0.14670967,1
0.9181637763977051,0.8148704767227173,0.8391616344451904,0.11764698961941787,0,0,0,0,0,1,0,1,1,90,46,0.62,0.00014787623,0.00028844803,0.00021982097,1
0.9105518460273743,0.8295111656188965,0.0,0.06249996093752441,0,0,0,0,0,1,0,1,1,64,1,0.5,8.808306e-05,7.080519e-05,0.18110806,1
0.9069281220436096,0.8458440899848938,0.8800520896911621,0.3199998720000512,1,0,0,0,0,1,1,1,0,77,25,0.82,7.51073e-05,0.006947143,0.9988242,1
0.8773581981658936,0.813122570514679,0.0,0.06249996093752441,0,0,0,0,0,1,0,1,1,82,1,0.4,0.00027729914,0.00016872205,0.18110806,1
0.9045512676239014,0.8458327054977417,0.8615248799324036,0.2222220987655007,1,0,0,0,0,1,1,1,1,104,51,0.7835051546391754,0.00018221299,0.015889764,0.00017234104,1
0.8917547464370728,0.8113240599632263,0.8423526883125305,0.11764698961941787,0,0,0,0,0,1,0,1,1,96,55,0.52,0.9915149,0.115749896,0.010866122,1
0.9445881247520447,0.8359336853027344,0.820416271686554,0.46153810650914884,0,0,0,0,0,1,1,1,1,90,35,0.625,2.6057352e-05,0.9954112,0.011332531,1
0.8831747770309448,0.8244887590408325,0.7660303711891174,0.05263155124655198,0,0,0,0,0,1,0,1,0,101,27,0.5052631578947369,0.00035509455,0.0022659497,0.9960258,1
0.8773233294487,0.8120089173316956,0.8592986464500427,0.0499999750000125,0,0,0,0,0,1,0,1,0,85,18,0.35,0.009691554,0.00033226155,3.444815e-05,1
0.8773233294487,0.816425621509552,0.7359094619750977,0.0499999750000125,0,0,0,0,0,1,0,1,0,85,30,0.4200000000000001,0.009691554,0.0015227038,0.00066090026,1
0.8811595439910889,0.7707757353782654,0.8010520339012146,0.11111104938275035,0,0,0,0,0,1,0,1,0,103,25,0.43999999999999995,0.0010019429,0.0074770073,0.9998714,1
0.8922328948974609,0.7630125880241394,0.8213850855827332,0.05263155124655198,0,0,0,0,0,1,0,1,0,101,28,0.40816326530612246,0.060857818,8.894734e-05,0.99839467,1
0.8613172173500061,0.7912500500679016,0.7912307977676392,0.2857140816327988,1,0,0,0,0,1,1,1,0,86,57,0.6,0.0018793949,0.8969402,0.9963826,0
0.9018997550010681,0.7380103468894958,0.0,0.055555524691375174,0,0,0,0,0,1,0,1,1,5,1,0.52,0.000107681764,0.1419677,0.18110806,1
0.8900957703590393,0.7937183976173401,0.8162339329719543,0.055555524691375174,0,0,0,0,0,1,0,1,0,92,58,0.4329896907216495,9.8780736e-05,0.0039203856,0.98540306,1
0.869878351688385,0.8020104169845581,0.8096156120300293,0.30769207100609924,0,0,0,0,0,1,1,1,0,78,54,0.4948453608247423,0.9993529,0.003949691,0.0007560995,0
0.8577206134796143,0.7964432239532471,0.7649677395820618,0.058823494809708936,0,0,0,0,0,1,0,1,0,74,18,0.4772727272727273,0.9985519,0.022360103,0.0009866866,1
0.8892570734024048,0.8090559244155884,0.0,0.05263155124655198,0,0,0,0,0,1,0,1,0,96,1,0.525,0.9967643,0.00018059732,0.18110806,1
0.8268032670021057,0.7599883079528809,0.7825201153755188,0.058823494809708936,0,0,0,0,0,1,0,1,0,102,49,0.4,0.99996305,0.9963223,0.0013173171,1
0.8846733570098877,0.796556830406189,0.0,0.0999999000001,0,0,0,0,0,1,0,1,0,108,1,0.4666666666666666,0.9493573,0.93255144,0.024569128,1
0.8911929130554199,0.8382579684257507,0.8325139284133911,0.3636360330581518,1,0,0,0,0,1,1,1,0,86,57,0.7,0.00014480407,0.9920087,0.99918824,0
0.8383498191833496,0.7928420901298523,0.0,0.0,0,0,0,0,0,1,0,0,0,61,1,0.36363636363636365,0.016807389,0.0146008935,0.024569128,0
0.8705576658248901,0.8480185866355896,0.8357154726982117,0.08333326388894677,0,0,0,0,0,1,1,1,0,88,44,0.7234042553191489,0.9775938,0.00031572196,0.42321548,1
0.8929762840270996,0.8289801478385925,0.8495581150054932,0.44444395061783265,0,0,0,0,0,1,1,1,0,98,58,0.7,0.983082,0.0042465976,0.00040767383,0
0.888713002204895,0.8497568964958191,0.8525426387786865,0.2666664888890074,0,0,0,1,0,1,1,1,0,90,23,0.7924528301886792,0.0010094091,0.00015683674,0.047712356,0
0.93574059009552,0.9210392236709595,0.9381117224693298,0.31249980468762206,2,0,0,1,0,1,1,0,0,105,25,1.0,0.8881162,0.00013331974,0.0018482006,1
0.9520407915115356,0.9184616804122925,0.8589890599250793,0.42857112244919826,1,0,0,0,0,1,1,1,0,90,21,0.7241379310344827,0.00027289614,0.00014058308,0.00070431764,1
0.8598238229751587,0.9108678102493286,0.9159235954284668,0.058823494809708936,1,0,0,0,0,1,1,1,1,99,44,0.9272727272727272,0.99798065,0.00042382538,0.9995846,1
